gene_name,snp_count,best_pvalue,max_risk_score,max_combined_score,min_distance,gene_id,gene_rank,ensembl_id,biotype,description,uniprot_ids,omim_ids,hgnc_id,entrez_id
TMEM14E,2,1.46218e-08,0.0362255533265799,0.2086273333785655,36592,ENSG00000221962,1213,,,,,,,
CILP2,9,3.006e-10,0.0358843447281288,0.2083878479101728,1004,ENSG00000160161,1214,,,,,,,
PBX4,25,3.006e-10,0.0358843447281288,0.2083878479101728,0,ENSG00000105717,1215,,,,,,,
BMP8A,17,1.33752e-12,0.0353909398825024,0.2081307641954639,0,ENSG00000183682,1216,,,,,,,
PGAM2,1,7.535e-11,0.0350154693238415,0.2075351150499698,44933,ENSG00000164708,1217,,,,,,,
DBNL,32,7.535e-11,0.0350154693238415,0.2075351150499698,41064,ENSG00000136279,1218,,,,,,,
HLA-DMB,511,8.0094e-18,0.0342142423511171,0.2073797966039479,1635,ENSG00000242574,1219,,,,,,,
XXbac-BPG181M17.5,77,8.0094e-18,0.0342142423511171,0.2073797966039479,0,ENSG00000248993,1220,,,,,,,
HLA-F,17,1.49796e-12,0.0347119813954509,0.207378369556536,0,ENSG00000204642,1221,,,,,,,
TRIM38,4,4.8908e-10,0.0349194363929312,0.2073447924705272,0,ENSG00000112343,1222,,,,,,,
HIST1H4A,5,3.28103e-10,0.0349194363929312,0.2073447924705272,11182,ENSG00000196176,1223,,,,,,,
HIST1H1A,5,3.28103e-10,0.0349194363929312,0.2073447924705272,6535,ENSG00000124610,1224,,,,,,,
SLC17A2,3,4.8908e-10,0.0349194363929312,0.2073447924705272,42325,ENSG00000112337,1225,,,,,,,
HIST1H3A,5,3.28103e-10,0.0349194363929312,0.2073447924705272,9993,ENSG00000198366,1226,,,,,,,
MUC2,8,6.42584e-09,0.0348460583183946,0.2071279111296529,17088,ENSG00000198788,1227,,,,,,,
KALRN,286,4.23019e-08,0.034808354537206,0.2070207336891373,0,ENSG00000160145,1228,,,,,,,
UMPS,84,4.23019e-08,0.034808354537206,0.2070207336891373,14198,ENSG00000114491,1229,,,,,,,
C11orf49,54,1.8202e-08,0.0347221364466039,0.2069639973188109,0,ENSG00000149179,1230,,,,,,,
HSPE1-MOB4,9,3.20022e-09,0.0344555203299215,0.2067492088755367,0,ENSG00000270757,1231,,,,,,,
MOB4,56,3.20022e-09,0.0344555203299215,0.2067492088755367,0,ENSG00000115540,1232,,,,,,,
RFTN2,32,3.20022e-09,0.0344555203299215,0.2067492088755367,0,ENSG00000162944,1233,,,,,,,
SFTA2,18,4.98655e-12,0.0341339962153145,0.2066878180849278,8142,ENSG00000196260,1234,,,,,,,
VARS2,176,4.98655e-12,0.0341339962153145,0.2066878180849278,0,ENSG00000137411,1235,,,,,,,
GTF2H4,98,4.98655e-12,0.0341339962153145,0.2066878180849278,0,ENSG00000213780,1236,,,,,,,
ECT2L,50,1.498e-08,0.0342862119170159,0.2064930288772329,0,ENSG00000203734,1237,,,,,,,
REPS1,300,1.498e-08,0.0342862119170159,0.2064930288772329,0,ENSG00000135597,1238,,,,,,,
C6orf48,224,1.94984e-17,0.0334396779918941,0.2064870466357534,4309,ENSG00000204387,1239,,,,,,,
HSPA1B,60,1.94984e-17,0.0334396779918941,0.2064870466357534,0,ENSG00000204388,1240,,,,,,,
NR1H3,28,2.29256e-08,0.034256682007213,0.206441273951851,0,ENSG00000025434,1241,,,,,,,
MADD,17,2.29256e-08,0.034256682007213,0.206441273951851,8790,ENSG00000110514,1242,,,,,,,
ACP2,11,2.29256e-08,0.034256682007213,0.206441273951851,11465,ENSG00000134575,1243,,,,,,,
DDB2,1,2.29256e-08,0.034256682007213,0.206441273951851,21155,ENSG00000134574,1244,,,,,,,
ZNF831,3,3.12752e-17,0.0331236483984753,0.2061178426264264,0,ENSG00000124203,1245,,,,,,,
TNKS2,2,2.777e-17,0.0331128482404994,0.2061113342394672,0,ENSG00000107854,1246,,,,,,,
RBM19,1,3.64e-08,0.033906360375559,0.2060347883024288,130821,ENSG00000122965,1247,,,,,,,
C7orf63,72,1.708e-14,0.0333842305486554,0.2059874701299833,12656,ENSG00000105792,1248,,,,,,,
FGFBP3,30,3.288e-17,0.0329661363822639,0.2059422191689538,7235,ENSG00000174721,1249,,,,,,,
PABPC4,275,1.454e-12,0.033780931237808,0.205926442508078,0,ENSG00000090621,1250,,,,,,,
IQCH,110,1.81602e-09,0.0333914787457247,0.2056037488084943,0,ENSG00000103599,1251,,,,,,,
C15orf61,44,1.81602e-09,0.0333914787457247,0.2056037488084943,0,ENSG00000189227,1252,,,,,,,
NOTCH1,30,1.478e-16,0.0325185806295966,0.2053816297480226,0,ENSG00000148400,1253,,,,,,,
ITGB5,65,4.60628e-08,0.0330915850468734,0.2051273854030535,45780,ENSG00000082781,1254,,,,,,,
ANKRD29,72,4.58881e-12,0.032684350992615,0.2050960843826,17756,ENSG00000154065,1255,,,,,,,
RP11-514P8.6,2,5.715e-11,0.0327431505629088,0.2050466861761446,49132,ENSG00000205236,1256,,,,,,,
CYP26A1,4,8.081e-17,0.0321850697864682,0.205041882045477,42415,ENSG00000095596,1257,,,,,,,
KM-PA-2,4,1.28982e-08,0.032959361786318,0.2050394538249489,595,ENSG00000204775,1258,,,,,,,
SCXB,4,1.28982e-08,0.032959361786318,0.2050394538249489,5109,ENSG00000187786,1259,,,,,,,
MROH1,44,1.28982e-08,0.032959361786318,0.2050394538249489,0,ENSG00000179832,1260,,,,,,,
RNF10,50,1.12357e-11,0.0322360911590545,0.2045622080268136,19635,ENSG00000022840,1261,,,,,,,
CABP1,15,1.45245e-14,0.0322360911590545,0.2045622080268136,17712,ENSG00000157782,1262,,,,,,,
POP5,16,1.12357e-11,0.0322360911590545,0.2045622080268136,15831,ENSG00000167272,1263,,,,,,,
SYT10,33,1.74807e-09,0.0324094537893601,0.2045246473099594,76694,ENSG00000110975,1264,,,,,,,
UBE2R2,41,2.834e-09,0.0323977637653199,0.20448991922057,0,ENSG00000107341,1265,,,,,,,
PRSS3,176,2.834e-09,0.0323977637653199,0.20448991922057,0,ENSG00000010438,1266,,,,,,,
SLIT1,72,5.97035e-13,0.0320588233426729,0.2044778103874047,29030,ENSG00000187122,1267,,,,,,,
DTX2,234,3.42531e-09,0.0323673791513064,0.2044475771579862,0,ENSG00000091073,1268,,,,,,,
TTPAL,5,2.1061e-08,0.0324184271414231,0.204421909666839,45089,ENSG00000124120,1269,,,,,,,
MYOF,165,1.649e-16,0.0315655586887109,0.2043277702876331,0,ENSG00000138119,1270,,,,,,,
LPL,42,3.035e-08,0.0322106826091774,0.2041767320844152,27541,ENSG00000175445,1271,,,,,,,
NT5C1A,5,1.8e-10,0.0318865921326505,0.2040520390156514,37029,ENSG00000116981,1272,,,,,,,
HEYL,14,1.454e-12,0.0318865921326505,0.2040520390156514,2061,ENSG00000163909,1273,,,,,,,
MTAP,12,1.04785e-14,0.0314049871359704,0.2039631929252402,42572,ENSG00000099810,1274,,,,,,,
FOXG1,1,4.08536e-08,0.0320049202876209,0.2039368208097332,179435,ENSG00000176165,1275,,,,,,,
IFFO1,114,2.8624e-08,0.0319865222106962,0.2039326680110942,2183,ENSG00000010295,1276,,,,,,,
LPAR5,54,2.8624e-08,0.0319865222106962,0.2039326680110942,10994,ENSG00000184574,1277,,,,,,,
NOP2,420,2.8624e-08,0.0319865222106962,0.2039326680110942,0,ENSG00000111641,1278,,,,,,,
ING4,39,2.8624e-08,0.0319865222106962,0.2039326680110942,42439,ENSG00000111653,1279,,,,,,,
ACRBP,56,2.8624e-08,0.0319865222106962,0.2039326680110942,30234,ENSG00000111644,1280,,,,,,,
CHD4,280,2.8624e-08,0.0319865222106962,0.2039326680110942,0,ENSG00000111642,1281,,,,,,,
RP11-234B24.6,4,1.80634e-14,0.0313663431259893,0.2038960215372981,4346,ENSG00000255639,1282,,,,,,,
NDUFA9,18,1.80634e-14,0.0313663431259893,0.2038960215372981,0,ENSG00000139180,1283,,,,,,,
AKAP3,20,1.80634e-14,0.0313663431259893,0.2038960215372981,2174,ENSG00000111254,1284,,,,,,,
MYPN,9,5.65067e-11,0.0313762361518677,0.2033169533026866,0,ENSG00000138347,1285,,,,,,,
ATOH7,1,8.30768e-09,0.0313762361518677,0.2033169533026866,23281,ENSG00000179774,1286,,,,,,,
UPK3BL,1,6.55e-11,0.0311616017431592,0.2032998467035205,49210,ENSG00000267368,1287,,,,,,,
HIST1H2AA,1,8.17636e-10,0.0312622887615783,0.2032964458130366,2265,ENSG00000164508,1288,,,,,,,
HIST1H2BA,1,8.17636e-10,0.0312622887615783,0.2032964458130366,1482,ENSG00000146047,1289,,,,,,,
SCGN,2,8.17636e-10,0.0312622887615783,0.2032964458130366,27044,ENSG00000079689,1290,,,,,,,
PLEKHH2,168,1.58855e-13,0.0308845660276217,0.2032674026144827,14055,ENSG00000152527,1291,,,,,,,
BTBD16,27,3.6e-12,0.0310093895522559,0.2032524940615512,18204,ENSG00000138152,1292,,,,,,,
HSPD1,90,3.95203e-09,0.0312217709632255,0.2031805630245687,13980,ENSG00000144381,1293,,,,,,,
HSPE1,21,3.95203e-09,0.0312217709632255,0.2031805630245687,27393,ENSG00000115541,1294,,,,,,,
COQ10B,20,3.95203e-09,0.0312217709632255,0.2031805630245687,0,ENSG00000115520,1295,,,,,,,
SF3B1,77,3.95203e-09,0.0312217709632255,0.2031805630245687,0,ENSG00000115524,1296,,,,,,,
SEMA3F,108,7.58578e-10,0.0311532462313034,0.2031798246438353,0,ENSG00000001617,1297,,,,,,,
TRAF3,171,1.496e-08,0.0310531996700859,0.2029348021544096,0,ENSG00000131323,1298,,,,,,,
RCOR1,5,1.496e-08,0.0310531996700859,0.2029348021544096,41039,ENSG00000089902,1299,,,,,,,
AL807752.1,2,3.07971e-08,0.031028427782148,0.2028748683463756,47190,ENSG00000268996,1300,,,,,,,
ARL6IP4,18,1.988e-08,0.030834722966544,0.2026814793540268,16679,ENSG00000182196,1301,,,,,,,
ABCB9,18,1.988e-08,0.030834722966544,0.2026814793540268,0,ENSG00000150967,1302,,,,,,,
OGFOD2,22,1.988e-08,0.030834722966544,0.2026814793540268,11199,ENSG00000111325,1303,,,,,,,
SLC25A16,28,3.46657e-13,0.0303403657657343,0.2026331424828932,0,ENSG00000122912,1304,,,,,,,
CCDC163P,6,1.56671e-08,0.0303520056262418,0.2021609710325072,33137,ENSG00000236624,1305,,,,,,,
TESK2,7,1.56671e-08,0.0303520056262418,0.2021609710325072,42016,ENSG00000070759,1306,,,,,,,
PRDX1,6,1.56671e-08,0.0303520056262418,0.2021609710325072,10169,ENSG00000117450,1307,,,,,,,
MMACHC,2,1.56671e-08,0.0303520056262418,0.2021609710325072,22149,ENSG00000132763,1308,,,,,,,
ATG13,28,3.30674e-08,0.0303647541879971,0.2021412039860526,0,ENSG00000175224,1309,,,,,,,
TP53INP2,80,1.4157e-09,0.0302040175358747,0.2021068629441056,0,ENSG00000078804,1310,,,,,,,
NCOA6,105,1.4157e-09,0.0302040175358747,0.2021068629441056,0,ENSG00000198646,1311,,,,,,,
CDKN2C,176,4.589e-14,0.0297799346337824,0.2020417586003786,0,ENSG00000123080,1312,,,,,,,
ZNF431,28,4.565e-12,0.0295343955791165,0.2016294458128468,18571,ENSG00000196705,1313,,,,,,,
SLCO6A1,25,3.7e-14,0.0292310543030583,0.2015099299031325,0,ENSG00000205359,1314,,,,,,,
RP1L1,6,6.19e-09,0.0296933215591026,0.2014780333478672,24777,ENSG00000183638,1315,,,,,,,
C15orf38,9,2.566e-10,0.0289141590844936,0.200764505468075,0,ENSG00000242498,1316,,,,,,,
NCAPD2,130,3.47048e-08,0.0289778151938071,0.2006125376345183,26301,ENSG00000010292,1317,,,,,,,
GAPDH,117,3.47048e-08,0.0289778151938071,0.2006125376345183,19885,ENSG00000111640,1318,,,,,,,
UNC119B,6,1.45245e-14,0.0281190903038964,0.2003319270193089,10,ENSG00000175970,1319,,,,,,,
MLEC,15,1.45245e-14,0.0281190903038964,0.2003319270193089,1833,ENSG00000110917,1320,,,,,,,
ACADS,12,1.45245e-14,0.0281190903038964,0.2003319270193089,403,ENSG00000122971,1321,,,,,,,
TRAFD1,8,2.609e-10,0.0283098318417995,0.2000986246341198,35943,ENSG00000135148,1322,,,,,,,
COMMD4,120,3.65e-11,0.0281868713688013,0.2000522844490654,0,ENSG00000140365,1323,,,,,,,
MAN2C1,210,3.65e-11,0.0281868713688013,0.2000522844490654,2783,ENSG00000140400,1324,,,,,,,
NEIL1,144,3.65e-11,0.0281868713688013,0.2000522844490654,0,ENSG00000140398,1325,,,,,,,
TRIM27,1,1.35769e-14,0.0277603933615224,0.1999401940338175,86624,ENSG00000204713,1326,,,,,,,
SMCO4,35,2.1866e-08,0.0282426358631768,0.1998242928267043,0,ENSG00000166002,1327,,,,,,,
DMRTA2,51,5.767e-14,0.0275608778340219,0.1996551624949475,0,ENSG00000142700,1328,,,,,,,
LRP4,5,3.9213e-08,0.0279565112898212,0.1994829539153255,0,ENSG00000134569,1329,,,,,,,
POMZP3,150,5.2666e-09,0.0277028623319761,0.1992901239608039,0,ENSG00000146707,1330,,,,,,,
NKAPL,2,2.6872e-14,0.027164261824047,0.1992531951371463,818,ENSG00000189134,1331,,,,,,,
ZSCAN9,21,2.4372500000000003e-19,0.0372261998418752,0.1992531951371463,25020,ENSG00000137185,1332,,,,,,,
ZKSCAN4,4,2.6872e-14,0.027164261824047,0.1992531951371463,0,ENSG00000187626,1333,,,,,,,
PGBD1,6,2.6872e-14,0.027164261824047,0.1992531951371463,2093,ENSG00000137338,1334,,,,,,,
PARP8,17,4.328e-08,0.0277497434005648,0.1992509180069097,0,ENSG00000151883,1335,,,,,,,
RNF34,810,4.3411e-11,0.0274913887470409,0.1992144011730653,0,ENSG00000170633,1336,,,,,,,
ANAPC5,1584,1.80921e-10,0.0274913887470409,0.1992144011730653,0,ENSG00000089053,1337,,,,,,,
FBXL22,84,1.948e-09,0.027524573052629,0.1991433966073042,0,ENSG00000197361,1338,,,,,,,
TMEM116,30,3.018e-10,0.0274067684462637,0.1990981145059657,17236,ENSG00000198270,1339,,,,,,,
PACSIN3,20,2.84112e-08,0.0275502227166765,0.1990503679118756,15649,ENSG00000165912,1340,,,,,,,
ARFGAP2,38,2.84112e-08,0.0275502227166765,0.1990503679118756,2421,ENSG00000149182,1341,,,,,,,
PLCL1,8,5.50491e-09,0.0273116709824364,0.1988620708959769,0,ENSG00000115896,1342,,,,,,,
AC011997.1,5,5.50491e-09,0.0273116709824364,0.1988620708959769,0,ENSG00000222017,1343,,,,,,,
BOLL,30,5.50491e-09,0.0273116709824364,0.1988620708959769,0,ENSG00000152430,1344,,,,,,,
PRPF6,1,4.16514e-08,0.0273065807927373,0.1987649040433234,47006,ENSG00000101161,1345,,,,,,,
PIK3C3,152,3.01141e-09,0.0270675272711563,0.1986206577384323,230067,ENSG00000078142,1346,,,,,,,
RNF212,26,4.932e-14,0.0266139538641526,0.1986200448922137,0,ENSG00000178222,1347,,,,,,,
STAT5A,182,3.78e-09,0.0270753736474114,0.1986176523554708,27174,ENSG00000126561,1348,,,,,,,
ZSCAN31,52,5.46638e-14,0.026545493502496,0.1985400421300382,5830,ENSG00000235109,1349,,,,,,,
ZKSCAN3,6,5.46638e-14,0.026545493502496,0.1985400421300382,2037,ENSG00000189298,1350,,,,,,,
AP4B1,30,1.24039e-09,0.026878856058817,0.1984531368354818,0,ENSG00000134262,1351,,,,,,,
PHLDA2,3,4.09261e-12,0.0264474274324886,0.198154690328939,9379,ENSG00000181649,1352,,,,,,,
NAP1L4,51,4.09261e-12,0.0264474274324886,0.198154690328939,0,ENSG00000205531,1353,,,,,,,
MARS2,4,5.87868e-09,0.0266502689305253,0.1981311525568515,9314,ENSG00000247626,1354,,,,,,,
GALNT3,162,1.15918e-08,0.0265916296697814,0.1980358929376664,0,ENSG00000115339,1355,,,,,,,
SHBG,70,1.07768e-09,0.02648638606803,0.1980275425588571,33467,ENSG00000129214,1356,,,,,,,
AC007421.1,10,1.07768e-09,0.02648638606803,0.1980275425588571,33349,ENSG00000268503,1357,,,,,,,
OR5V1,12,1.64627e-19,0.0375669978717907,0.1979794389095228,0,ENSG00000243729,1358,,,,,,,
OR14J1,2,1.64627e-19,0.0375669978717907,0.1979794389095228,8905,ENSG00000204695,1359,,,,,,,
TTC21B,45,3.58418e-08,0.026531031804357,0.1979181235917597,0,ENSG00000123607,1360,,,,,,,
MDK,22,2.19058e-08,0.0264568078095946,0.1978268084114142,26589,ENSG00000110492,1361,,,,,,,
CHRM4,2,2.19058e-08,0.0264568078095946,0.1978268084114142,23857,ENSG00000180720,1362,,,,,,,
DGKZ,48,2.19058e-08,0.0264568078095946,0.1978268084114142,0,ENSG00000149091,1363,,,,,,,
COBL,26,2.58577e-08,0.0262986384441818,0.1976771222039884,55587,ENSG00000106078,1364,,,,,,,
UBE2G1,25,2.80673e-13,0.0257982724409583,0.1976436204906849,0,ENSG00000132388,1365,,,,,,,
CARS,13,4.09261e-12,0.0258318436201184,0.197559320809967,49713,ENSG00000110619,1366,,,,,,,
AC131971.1,1,4.09261e-12,0.0258318436201184,0.197559320809967,38654,ENSG00000183562,1367,,,,,,,
PKIG,7,6.93745e-12,0.0258493917339386,0.1975547556918199,0,ENSG00000168734,1368,,,,,,,
ADA,7,6.93745e-12,0.0258493917339386,0.1975547556918199,16226,ENSG00000196839,1369,,,,,,,
Z97053.1,1,6.93745e-12,0.0258493917339386,0.1975547556918199,2409,ENSG00000269605,1370,,,,,,,
NUDT12,1,2.386e-13,0.0255793956327599,0.1974100704482921,129606,ENSG00000112874,1371,,,,,,,
RAB35,12,3.83354e-12,0.0254226960731483,0.1971119675733598,21185,ENSG00000111737,1372,,,,,,,
ANKRD31,4,3.962e-08,0.0257429138878806,0.1970461782089655,33470,ENSG00000145700,1373,,,,,,,
FES,39,4.19276e-11,0.0254277583087507,0.1970093031129927,38455,ENSG00000182511,1374,,,,,,,
SAT2,11,1.20893e-09,0.0255179119759594,0.1969564298939477,45637,ENSG00000141504,1375,,,,,,,
COX6A1,2,3.93387e-09,0.025550149896806,0.196938525811211,34255,ENSG00000111775,1376,,,,,,,
TRIAP1,2,3.93387e-09,0.025550149896806,0.196938525811211,40126,ENSG00000170855,1377,,,,,,,
MSI1,6,1.78484e-11,0.025550149896806,0.196938525811211,34655,ENSG00000135097,1378,,,,,,,
AL021546.6,1,3.93387e-09,0.025550149896806,0.196938525811211,34363,ENSG00000111780,1379,,,,,,,
GATC,3,3.93387e-09,0.025550149896806,0.196938525811211,42603,ENSG00000257218,1380,,,,,,,
MXD3,288,2.617e-11,0.024876632364244,0.1964240540506959,0,ENSG00000213347,1381,,,,,,,
LMAN2,112,2.617e-11,0.024876632364244,0.1964240540506959,16001,ENSG00000169223,1382,,,,,,,
RAB24,288,2.617e-11,0.024876632364244,0.1964240540506959,30,ENSG00000169228,1383,,,,,,,
PRELID1,248,2.617e-11,0.024876632364244,0.1964240540506959,0,ENSG00000169230,1384,,,,,,,
CISD2,183,3.05914e-12,0.0246634573078249,0.1962708509389571,0,ENSG00000145354,1385,,,,,,,
PMAIP1,38,1.79e-10,0.0248657599873006,0.1962582782563914,163319,ENSG00000141682,1386,,,,,,,
AC008948.1,11,4.5e-10,0.0247483498295921,0.196154156008333,3683,ENSG00000268424,1387,,,,,,,
DYNC2LI1,7,2.51345e-08,0.0248739052138048,0.1961103293752802,0,ENSG00000138036,1388,,,,,,,
ABCG8,1,2.51345e-08,0.0248739052138048,0.1961103293752802,44011,ENSG00000143921,1389,,,,,,,
ABCG5,4,2.51345e-08,0.0248739052138048,0.1961103293752802,17519,ENSG00000138075,1390,,,,,,,
DYNLRB1,235,3.21351e-09,0.0243960161171453,0.195677425569626,0,ENSG00000125971,1391,,,,,,,
GOLGA6D,1,1.271e-10,0.0241730063274634,0.1955781305154327,42025,ENSG00000140478,1392,,,,,,,
SLC38A11,60,1.94178e-12,0.0238236825241963,0.1953828522365706,4133,ENSG00000169507,1393,,,,,,,
EFR3A,48,4.408e-08,0.0241311653997411,0.1952674444155149,35080,ENSG00000132294,1394,,,,,,,
EDN3,2,1.42692e-12,0.0236912238664695,0.1952510066136193,65291,ENSG00000124205,1395,,,,,,,
MARK3,325,4.59674e-08,0.0241106768903993,0.1952425391154523,0,ENSG00000075413,1396,,,,,,,
CABP7,1,2.20389e-10,0.0237114081736597,0.1950451863223641,42827,ENSG00000100314,1397,,,,,,,
HORMAD2,36,2.34126e-10,0.0237089287529273,0.1949702064608942,0,ENSG00000176635,1398,,,,,,,
LIF,10,5.62574e-10,0.0237089287529273,0.1949702064608942,0,ENSG00000128342,1399,,,,,,,
NAA25,16,5.11e-10,0.023524949628302,0.1948019171305935,0,ENSG00000111300,1400,,,,,,,
MYL10,9,8.3751e-09,0.0236382808881172,0.1947242331341163,14596,ENSG00000106436,1401,,,,,,,
MKRN2,6,2.38144e-09,0.0233704003861957,0.1945621805574388,45377,ENSG00000075975,1402,,,,,,,
RAF1,26,2.38144e-09,0.0233704003861957,0.1945621805574388,0,ENSG00000132155,1403,,,,,,,
EIF5,40,4.83871e-08,0.0234942008116512,0.1945621763387848,48844,ENSG00000100664,1404,,,,,,,
TMEM40,9,4.65147e-09,0.023345888640207,0.1945049113237484,23258,ENSG00000088726,1405,,,,,,,
SENP2,26,2.063e-09,0.0233848798478964,0.1945040737027405,28291,ENSG00000163904,1406,,,,,,,
CEP55,3,3.543e-12,0.0229012576953336,0.194340412134942,18055,ENSG00000138180,1407,,,,,,,
GATSL3,24,5.62574e-10,0.0230639966862451,0.1942902369259557,43222,ENSG00000239282,1408,,,,,,,
OSM,6,5.62574e-10,0.0230639966862451,0.1942902369259557,20934,ENSG00000099985,1409,,,,,,,
RP1-130H16.18,6,5.62574e-10,0.0230639966862451,0.1942902369259557,43343,ENSG00000248751,1410,,,,,,,
AMN,35,3.109e-08,0.0227643961587707,0.193778960219366,3359,ENSG00000166126,1411,,,,,,,
CDC42BPB,40,3.109e-08,0.0227643961587707,0.193778960219366,13082,ENSG00000198752,1412,,,,,,,
ERP29,5,6.16e-10,0.0225811435216711,0.1937546987398966,6951,ENSG00000089248,1413,,,,,,,
SIRT4,3,1.78484e-11,0.0221140402764498,0.1934008319603199,3171,ENSG00000089163,1414,,,,,,,
PLA2G1B,3,1.78484e-11,0.0221140402764498,0.1934008319603199,22966,ENSG00000170890,1415,,,,,,,
CCDC64,22,2.35402e-10,0.0221749632704778,0.1933511772048587,0,ENSG00000135127,1416,,,,,,,
RCN2,72,9.29351e-10,0.0221638965237003,0.1932418450601947,19458,ENSG00000117906,1417,,,,,,,
C5orf30,7,3.28852e-10,0.0218324386326736,0.192940103243682,7996,ENSG00000181751,1418,,,,,,,
KIAA1279,6,1.72096e-08,0.021589912668538,0.1925130708472011,15221,ENSG00000198954,1419,,,,,,,
DDX50,45,8.65307e-10,0.021589912668538,0.1925130708472011,0,ENSG00000107625,1420,,,,,,,
DDX21,6,8.65307e-10,0.021589912668538,0.1925130708472011,0,ENSG00000165732,1421,,,,,,,
TPCN2,21,5.50161e-09,0.0214600420236258,0.1924217338504207,0,ENSG00000162341,1422,,,,,,,
ATAD1,4,6.995e-09,0.0212944077052014,0.1922285688839523,7792,ENSG00000138138,1423,,,,,,,
HIST1H4B,4,3.28103e-10,0.0211717505929351,0.1921512112899721,16399,ENSG00000124529,1424,,,,,,,
HIST1H1C,4,3.28103e-10,0.0211717505929351,0.1921512112899721,2085,ENSG00000187837,1425,,,,,,,
HIST1H3C,4,3.28103e-10,0.0211717505929351,0.1921512112899721,12687,ENSG00000196532,1426,,,,,,,
HIST1H3B,4,3.28103e-10,0.0211717505929351,0.1921512112899721,21092,ENSG00000124693,1427,,,,,,,
HIST1H2AB,4,3.28103e-10,0.0211717505929351,0.1921512112899721,22595,ENSG00000137259,1428,,,,,,,
HIST1H2BB,4,3.28103e-10,0.0211717505929351,0.1921512112899721,14899,ENSG00000196226,1429,,,,,,,
MFHAS1,4,2.87548e-08,0.0212258707260322,0.1920891758927204,0,ENSG00000147324,1430,,,,,,,
SNUPN,22,1.47e-10,0.0210067609449638,0.1920757839998411,29563,ENSG00000169371,1431,,,,,,,
TRIM39-RPP21,72,3.86518e-09,0.0210991676955404,0.1920405251702338,0,ENSG00000248167,1432,,,,,,,
RPP21,449,3.86518e-09,0.0210991676955404,0.1920405251702338,0,ENSG00000241370,1433,,,,,,,
TRIM39,799,3.86518e-09,0.0210991676955404,0.1920405251702338,0,ENSG00000204599,1434,,,,,,,
TRIM26,222,3.58839e-09,0.0210328694388284,0.1919709186172584,712,ENSG00000234127,1435,,,,,,,
NOXA1,2,2.44878e-08,0.0210983156037043,0.1919560552740799,39596,ENSG00000188747,1436,,,,,,,
MAP1LC3A,176,7.46225e-09,0.0208754830434295,0.1917634003218664,0,ENSG00000101460,1437,,,,,,,
C16orf90,2,3.661e-08,0.0209376710748655,0.1917610526159386,37693,ENSG00000215131,1438,,,,,,,
NAA60,33,3.661e-08,0.0209376710748655,0.1917610526159386,46210,ENSG00000262621,1439,,,,,,,
RUFY3,672,7.066e-09,0.0207880870195166,0.191670850090376,0,ENSG00000018189,1440,,,,,,,
ATP13A1,42,6.778e-10,0.0206787111567115,0.1916565359564247,32792,ENSG00000105726,1441,,,,,,,
LPAR2,27,6.778e-10,0.0206787111567115,0.1916565359564247,11262,ENSG00000064547,1442,,,,,,,
GMIP,27,6.778e-10,0.0206787111567115,0.1916565359564247,17070,ENSG00000089639,1443,,,,,,,
C8orf74,10,1.603e-08,0.0206995921128345,0.1915363874362303,36371,ENSG00000171060,1444,,,,,,,
HBQ1,2,3.08113e-08,0.0206940942405302,0.1915007716537808,6273,ENSG00000086506,1445,,,,,,,
HBM,3,3.08113e-08,0.0206940942405302,0.1915007716537808,20686,ENSG00000206177,1446,,,,,,,
HBA1,4,3.08113e-08,0.0206940942405302,0.1915007716537808,9932,ENSG00000206172,1447,,,,,,,
NPRL3,13,3.08113e-08,0.0206940942405302,0.1915007716537808,48594,ENSG00000103148,1448,,,,,,,
HBZ,1,3.08113e-08,0.0206940942405302,0.1915007716537808,32951,ENSG00000130656,1449,,,,,,,
HBA2,4,3.08113e-08,0.0206940942405302,0.1915007716537808,13744,ENSG00000188536,1450,,,,,,,
AF131215.5,2,2.469e-08,0.0205906835344218,0.1913969780250341,25232,ENSG00000215346,1451,,,,,,,
C10orf67,6,3.937e-08,0.0205631748847052,0.1913455895663532,0,ENSG00000179133,1452,,,,,,,
DGKQ,5,7.587e-11,0.0202398598318718,0.1912726131665639,44690,ENSG00000145214,1453,,,,,,,
SLC26A1,4,7.587e-11,0.0202398598318718,0.1912726131665639,38145,ENSG00000145217,1454,,,,,,,
IDUA,11,7.587e-11,0.0202398598318718,0.1912726131665639,27057,ENSG00000127415,1455,,,,,,,
FGFRL1,7,7.587e-11,0.0202398598318718,0.1912726131665639,4688,ENSG00000127418,1456,,,,,,,
HIST1H3D,2,1.49489e-08,0.0204466592980148,0.1912611662121758,35084,ENSG00000197409,1457,,,,,,,
HIST1H2AE,1,1.49489e-08,0.0204466592980148,0.1912611662121758,16894,ENSG00000168274,1458,,,,,,,
HIST1H2BG,1,1.49489e-08,0.0204466592980148,0.1912611662121758,17733,ENSG00000187990,1459,,,,,,,
HIST1H2AD,1,1.49489e-08,0.0204466592980148,0.1912611662121758,35134,ENSG00000196866,1460,,,,,,,
HIST1H1D,1,1.49489e-08,0.0204466592980148,0.1912611662121758,0,ENSG00000124575,1461,,,,,,,
HIST1H2BH,1,1.49489e-08,0.0204466592980148,0.1912611662121758,17274,ENSG00000197459,1462,,,,,,,
HIST1H3E,1,1.49489e-08,0.0204466592980148,0.1912611662121758,8761,ENSG00000196966,1463,,,,,,,
